source_id,ra,dec,phot_g_mean_mag,parallax,bp_rp,designation,j_m,h_m,ks_m,ph_qual,ang_sep
604911410242411136,132.8222911797527,11.767553359645758,13.777426,1.1106803155947071,0.7652292,08511736+1146031,12.823,12.555,12.475,AAA,0.03255481770114853
604917663714774784,132.85391265515494,11.816874464105041,13.094708,1.2258146711835962,0.76790714,08512495+1149007,12.128,11.834,11.782,AAA,0.032949687747119066
604917281461922432,132.83557756304552,11.768010696262305,13.042321,1.1452386369686802,0.75326633,08512055+1146047,12.073,11.811,11.771,AAA,0.03362341469160415
604917217038188288,132.83980053555695,11.768381809009758,11.146684,1.1829045294358238,1.2154837,08512156+1146061,9.602,9.085,8.947,AAA,0.034779727055187955
604920756091233408,132.82389034195504,11.834877952816734,13.35867,0.9750133466241586,0.74669266,08511774+1150055,12.393,12.135,12.101,AAA,0.03489486051663278
604911410242410752,132.82491602481585,11.765053547768014,12.604912,0.4388331104105751,0.73987484,08511799+1145541,11.641,11.357,11.295,AAA,0.0349465489196894
604920683076006272,132.8291867238187,11.834918935672093,12.390369,1.1486175014484674,0.7697544,08511901+1150057,11.428,11.155,11.106,AAA,0.035158577329115405
604911582041107456,132.80117906395006,11.772574461086279,13.054901,1.177189770343793,0.77423763,08511229+1146212,12.06,11.751,11.704,AAA,0.035998917573058196
604920721731496064,132.8207101866443,11.835936274454905,13.037514,1.323971391601968,0.71794033,08511698+1150093,12.133,11.909,11.845,AAA,0.03618074681634081
604914708777297280,132.7884736054834,11.805723194140635,13.22975,1.1881258533755474,0.7428093,08510925+1148206,12.292,12.009,11.958,AAA,0.036209284477518394
604911341522929536,132.83465900484816,11.764564997160335,13.010176,1.1986223583881732,0.7429924,08512033+1145523,12.061,11.822,11.767,AAA,0.03667486622301881
604917659419033600,132.8580872508589,11.819144373157416,13.090845,1.1427199543664086,0.7459774,08512595+1149089,12.144,11.89,11.807,AAA,0.037622045431479005
604911337227185920,132.83837961665486,11.764643151338875,12.110562,1.174836191439256,0.75057983,08512122+1145526,11.135,10.888,10.835,AAA,0.03770486511239481
604917728138508160,132.84901041231075,11.830359410314017,11.241152,1.1074495819292327,1.0594492,08512377+1149493,9.897,9.482,9.367,AAA,0.03839302092067007
604920584292557440,132.78704919046552,11.81052445063636,13.810784,0.870888640318543,0.8927479,08510890+1148377,12.722,12.293,12.232,AAA,0.038610169099009745
604911375882674176,132.82003534411137,11.761571302524906,13.967261,1.1697143150626779,0.88873005,08511682+1145416,12.856,12.505,12.422,AAA,0.038734805610265904
604920717435743872,132.8138844551682,11.837309985817877,12.653306,1.117996839351071,0.73326206,08511534+1150143,11.724,11.464,11.424,AAA,0.038863959408161695
604920687371751936,132.83380736373863,11.83978233596769,13.801401,1.13939745499583,0.76132584,08512012+1150231,12.843,12.587,12.506,AAA,0.04070564163284374
604918041671892352,132.86046098811008,11.822305410733648,13.336247,1.1482388377692994,0.75470257,08512652+1149202,12.348,12.092,12.015,AAA,0.041259287463649735
604914601402325504,132.78488564648407,11.786694995186608,12.12951,1.209730078391315,1.131733,08510839+1147121,10.691,10.195,10.112,AAA,0.04146041906156224
604914708777298816,132.7825277025771,11.802599430947929,11.448335,1.764913306958535,0.5693121,08510781+1148093,10.697,10.509,10.455,AAA,0.04165573468291533
604911375882674944,132.81952447881753,11.75816214557706,12.210929,1.0552999230438342,0.92181873,08511670+1145293,11.021,10.662,10.57,AAA,0.04217982922887075
604917453260607488,132.86951967073117,11.800595695400723,13.629351,1.1273424033916668,0.8505039,08512869+1148021,12.526,12.165,12.077,AAA,0.043582877667704904
604911375882674560,132.822807019762,11.75629552834102,9.258214,1.1716350307955128,1.5186081,08511747+1145226,7.325,6.683,6.494,AAA,0.04375716656879841
604920756091232256,132.8199008884277,11.844159233252451,13.021137,1.1340618263041007,0.75420856,08511679+1150389,12.048,11.742,11.719,AAA,0.04444038118822066
604920756091231744,132.82095010618377,11.84623629324878,10.845772,1.1663224651706463,1.2351999,08511704+1150464,9.284,8.712,8.606,AAA,0.04640590378655209
604920923594172672,132.81010485552775,11.84452229275972,13.237622,1.1303945339284969,0.74976254,08511444+1150402,12.281,12.031,11.948,AAA,0.046848556249784894
604920923594172928,132.80665032201827,11.843909917167544,12.152578,1.0850906354783443,0.8487072,08511360+1150380,10.972,10.67,10.599,AAA,0.047441110959007576
604916461123940992,132.85407293982652,11.761929442391432,13.971025,0.9105164396273551,0.7604704,08512498+1145428,13.032,12.748,12.692,AAA,0.04753281898361653
604918041671889792,132.86723116425335,11.824293743634895,12.6679325,1.1683850267716152,0.6588917,08512814+1149274,11.801,11.511,11.451,AAA,0.04794708961941563
604920927889929216,132.80277383094378,11.842939491288519,13.486864,1.20271063953514,0.74941254,08511268+1150345,12.536,12.276,12.194,AAA,0.04813595112586685
604911547681373184,132.78594423114305,11.769934829752874,13.283351,1.1187219312607466,0.7329941,08510864+1146117,12.365,12.079,12.016,AAA,0.04863783962818439
604920962249663360,132.8151086611252,11.848939492176996,12.771166,1.1324125709174995,1.0141916,08511564+1150561,11.485,11.094,11.013,AAA,0.04988791689308342
604917354477128448,132.87455586768024,11.788004957491042,9.234212,1.1672326381545282,1.4871311,08512990+1147168,7.314,6.681,6.489,AAA,0.04997069545765836
604911341522932352,132.8366395258635,11.750680669965403,12.946713,1.1754835943173385,0.77453804,08512080+1145024,11.928,11.679,11.603,AAA,0.05061850116959945
604911478961895424,132.7990288171814,11.756134765684447,10.008406,0.9783095374038498,-0.10200405,08511178+1145220,10.137,10.224,10.228,AAA,0.050700666598949784
604911268507711232,132.8097517211022,11.750135043124263,10.977456,1.251831791627078,0.58271503,08511436+1145005,10.081,9.993,9.918,EEE,0.052051331705905875
604920824810533376,132.78489103549325,11.835494425241782,13.431571,1.1469201738403147,0.7471409,08510839+1150078,12.508,12.22,12.161,AAA,0.0529255015175007
604917835513458688,132.87684134732825,11.81618806596341,11.806252,1.362163023216833,1.1673508,08513044+1148582,10.333,9.78,9.689,UUA,0.053263853223118385
604917831219174528,132.877319542249,11.81521125343731,13.156977,1.1807642804908864,0.78901005,08513056+1148546,10.878,10.373,11.631,UUE,0.05342377371713915
604917831217725312,132.877350503302,11.820329049332091,12.542159,1.1734913720701554,0.7674351,08513057+1149131,11.547,11.292,11.225,AAA,0.05512752093741786
604921129752600832,132.82816875996772,11.855184554157473,12.798285,1.158826963687591,1.0301142,08511877+1151186,11.502,11.089,11.02,AAA,0.05527164024924147
604920957953908864,132.8066858189857,11.855077647183508,13.462174,1.1547919457577276,0.7255087,08511362+1151182,12.555,12.273,12.225,AAA,0.057921200343050726
604911199788235648,132.81779657290343,11.742470236647666,13.301689,1.1727584165852136,0.76684284,08511628+1144328,12.308,12.021,11.954,AAA,0.05796036148651046
604920786155223552,132.7717921169326,11.826132729168837,13.612037,1.1705226025286304,0.7541914,08510524+1149341,12.648,12.349,12.282,AAA,0.0582696132473441
604917388836860416,132.8849583014752,11.800328926927751,12.5524025,1.3354851360420876,0.98661804,08513240+1148011,11.284,10.901,10.822,AAA,0.05869211239853385
604917388836860544,132.88514110293403,11.797871511864761,12.479906,1.2061150012497281,0.7909727,08513244+1147523,11.457,11.194,11.103,AAA,0.05890885840418356
604921168408082048,132.84330749134082,11.858108397755396,13.148642,1.1553988837847953,0.7470045,08512240+1151291,12.195,11.952,11.862,AAA,0.060808435802342964
604917835513456512,132.88576013498908,11.814459418206555,11.031843,1.122584325468417,0.28442955,08513259+1148520,10.645,10.541,10.526,AAA,0.06120699637237128
604920889234433792,132.78565081715647,11.848060001397988,13.643402,1.1601748817212127,0.74637127,08510857+1150530,12.703,12.438,12.366,AAA,0.061588240494559375
604918144751101440,132.87074596744992,11.84252187991014,10.236862,1.1786681739848954,1.2579422,08512898+1150330,8.566,8.072,7.958,AAA,0.06174932356327079
604916426764198400,132.87226121480754,11.757667127201513,12.669828,1.1971104721244714,1.0850782,08512935+1145275,11.287,10.864,10.754,AAA,0.06271058489638921
604921168408082304,132.84059596052379,11.861671331691054,13.88508,1.135786148489855,0.8465862,08512175+1151420,12.797,12.465,12.386,AAA,0.06353237699258923
604917831217881728,132.88838980140608,11.814249844635672,12.55852,1.1512501389072944,0.76616,08513322+1148513,11.563,11.299,11.228,AAA,0.06366385482821198
604911509025877248,132.77006290559672,11.765787924725634,13.367362,1.1297534408615237,0.77942467,08510483+1145568,12.42,12.111,12.068,AAA,0.06373930229600015
604921030968952832,132.80559504321192,11.861146681281866,13.129307,1.1503627269383438,1.2358694,08511335+1151401,11.657,11.058,10.958,AAA,0.06402844285974245
604916422468464768,132.8801036395372,11.764057641284063,12.476053,1.1496221428457618,0.75163937,08513123+1145505,11.515,11.224,11.184,AAA,0.06482026357323492
604914983655019520,132.75879094360027,11.817018317411668,13.173609,1.279918690167404,0.7937145,08510212+1149012,12.108,11.807,11.718,AAA,0.06700510196506566
604918076031622144,132.88390694834712,11.834331384283809,12.486162,1.0569172875527764,0.75955963,08513214+1150036,11.514,11.226,11.198,AAA,0.06710546947470002
604914777496782720,132.75644759317666,11.797265827789168,13.358971,1.1193033052956787,0.7733822,08510156+1147501,12.371,12.067,11.991,AAA,0.0671597289393879
604921374566324992,132.83199152304246,11.869638921895687,13.745495,1.1417129723773067,0.8191881,08511969+1152107,12.717,12.368,12.305,AAA,0.0699743150608927
604914468259140224,132.76351880731738,11.763156733182734,12.504823,1.211770448373849,0.78692245,08510325+1145473,11.491,11.22,11.187,AAA,0.07056753922654618
604918247830312576,132.87479917720938,11.852503672083786,13.943488,1.1614754067924695,0.7974205,08512996+1151090,12.926,12.63,12.599,AAA,0.07164097707381085
604914983655018496,132.75640409617554,11.826187033639433,12.506425,1.226805421256137,0.790575,08510155+1149342,11.497,11.205,11.135,AAA,0.07206909598909468
604921649444253952,132.77478354023353,11.852748676940541,13.180007,0.6726823071634542,0.75344753,08510595+1151098,12.189,11.928,11.866,AAA,0.07209852002789395
604917865577461888,132.8927809566184,11.82883833383453,12.715951,1.1581733525697717,0.7045479,08513427+1149438,11.804,11.569,11.522,AAA,0.07234168023303976
604917796857988480,132.89927206176378,11.814308747137101,13.462918,1.1516329474587597,0.7534199,08513583+1148515,12.517,12.237,12.179,AAA,0.0740953286156042
604918179110923520,132.88569047044473,11.844607163145648,12.182929,1.1771611230855015,0.33847523,08513257+1150406,11.73,11.657,11.617,AAA,0.07428677867508615
604921202767814528,132.86250050005347,11.864594294721323,10.931228,1.1612934664213521,0.1225605,08512701+1151525,10.747,10.733,10.702,AAA,0.0742938991849988
604921202767811712,132.8743622880794,11.858310365801898,13.17651,1.1174759203666238,0.65837574,08512985+1151299,12.32,12.121,12.028,AUA,0.07572542685515847
604910443873993600,132.82635064638185,11.723653029684678,13.27827,1.133188255371952,0.7482071,08511833+1143251,12.343,12.046,12.012,AAA,0.07635842009934168
604911135364519808,132.76459353599168,11.750770214629803,11.260444,1.069297275844421,0.3940649,08510351+1145027,10.719,10.621,10.585,AAA,0.07694508208197794
604916559907415040,132.89999250235624,11.775989013779908,12.513201,1.146439920421915,0.8826494,08513600+1146335,11.38,11.075,11.0,AAA,0.07723788901007855
604910310730777472,132.8600836880833,11.730749100857048,11.2497425,1.0960951536878016,0.14682293,08512643+1143506,11.02,11.011,10.993,AAA,0.07730055835800735
604914846216261504,132.74541789668467,11.805345149327437,13.637011,1.1200940957910757,0.76096916,08505891+1148192,12.647,12.344,12.322,AAA,0.07808273196378508
604915739569261184,132.75436107910528,11.836351490881963,12.544513,1.1952371299182647,0.9143181,08510106+1150108,11.38,11.018,10.951,AAA,0.07811520103781122
604921374566321920,132.84058944598144,11.877177636754924,11.133349,1.1213831680840651,0.80954266,08512175+1152378,10.105,9.816,9.76,AAA,0.07867140238295212
604918247830309376,132.88293843194865,11.854615380482143,13.85127,1.1551143577898344,0.80101585,08513191+1151166,12.835,12.503,12.442,AAA,0.07873170130409549
604914944999667328,132.74593915519185,11.815975991085903,13.40965,1.1447604074712505,0.7435446,08505903+1148576,12.386,12.206,12.094,AAA,0.07901966918110079
604921198472075008,132.86996312231452,11.866647749676654,12.497738,1.153299274447539,0.8518305,08512879+1151599,11.433,11.104,11.024,AAA,0.07986607093192731
604921374566323200,132.8339382340836,11.879991144648056,13.7203045,1.1344629850534564,0.7516947,08512015+1152479,12.772,12.545,12.457,AAA,0.080468079995986
604916564203137280,132.9051594687394,11.782137561557409,13.848256,1.1426469907698855,0.81522465,08513724+1146557,12.785,12.459,12.422,AAA,0.0804754655520436
604922164840316672,132.80283852526637,11.878444829397731,10.222875,1.1771229084364088,1.2390194,08511269+1152423,8.65,8.122,7.976,AAA,0.08138826020940398
604918179110923392,132.89268700719853,11.848460302513542,13.5574465,1.1072005613942684,0.72383595,08513425+1150544,12.585,12.341,12.257,AAA,0.08208265190128668
604914536978619520,132.74674931693474,11.770265596908839,13.296779,1.2153311038787973,0.79227924,08505923+1146129,12.271,11.998,11.934,AAA,0.0821698063134831
604921271487287296,132.86787429806353,11.871523661310622,12.661663,1.1410040755521444,0.747283,08512830+1152175,11.721,11.443,11.383,AAA,0.08292471323685616
604921271487102464,132.85629405396207,11.87744089449727,13.119683,1.14643050404975,0.7652111,08512552+1152388,12.15,11.897,11.81,AAA,0.08327779228112087
604921438990241280,132.81560950891807,11.882997663173677,12.6730175,1.2440520907271904,0.74487686,08511576+1152587,11.728,11.453,11.391,AAA,0.08350497089093764
604921718163730560,132.76865387371458,11.862766961055666,13.870309,0.9899585355993027,0.85494804,08510449+1151460,12.76,12.426,12.358,AAA,0.08355304006896414
604910340794779264,132.8253723308156,11.715199750360565,13.132758,1.1652108145702802,0.757637,08511810+1142547,12.186,11.879,11.844,AAA,0.08480103308801244
604918213472162432,132.89293114779957,11.852903646602671,10.87859,1.1661036323714533,0.34022808,08513431+1151104,10.428,10.318,10.269,AAA,0.08496825573231702
604910310730772992,132.87549486282987,11.730511618992649,12.992477,1.138710628995105,0.75508595,08513012+1143498,12.011,11.761,11.694,AAA,0.08527812021848453
604917045239468544,132.91266321981394,11.798712202154752,13.555792,1.1531446485802408,0.82334423,08513904+1147553,12.501,12.199,12.146,AAA,0.08582053087958384
604910860486613632,132.77393574800624,11.729701204963089,13.871636,1.1338053733285154,0.86847496,08510576+1143469,12.761,12.413,12.345,AAA,0.08626165468787833
604917972952399232,132.9058083722677,11.834794012600288,12.437181,1.1779633520914006,0.76172733,08513740+1150052,11.469,11.179,11.138,AAA,0.08641033703439219
604918282190043648,132.89017067428628,11.862498376939232,13.116055,-0.12074027232455467,0.80105686,08513364+1151449,12.026,11.719,11.652,AAA,0.08930129943923376
604921821242942464,132.77046946681625,11.873921747812334,13.699832,1.1035419930331989,0.7550669,08510492+1152261,12.718,12.48,12.395,AAA,0.09117501457480358
604921855602675840,132.78127078733152,11.882246851764018,13.732728,1.1172560393619997,0.7682867,08510752+1152561,12.744,12.493,12.413,AAA,0.09271607461172299
604917934296937344,132.91341313065172,11.834389287204552,12.105291,1.1954023448326823,0.7382269,08513923+1150038,11.179,10.912,10.841,AAA,0.09312181964538609
604916736001826432,132.9185191314346,11.777172276056481,13.696044,1.1465277837638408,0.75548744,08514045+1146378,12.722,12.49,12.42,AAA,0.09434983478509083
604918213470564992,132.90764848085288,11.849179731498772,13.323231,1.1352754639503018,0.74468994,08513784+1150570,12.389,12.147,12.085,AAA,0.09467094869224492
604921855602675968,132.78005588537422,11.883864558840845,12.407134,1.1320137760582378,0.89402103,08510723+1153019,11.175,10.771,10.695,AAA,0.09470043242823122
604917148318677120,132.9200212614001,11.818209499276277,13.6566,1.1391250114179854,0.7513056,08514082+1149055,12.714,12.459,12.39,AAA,0.09477588858776226
604916976519989248,132.92284520452912,11.793367350545322,13.944253,1.1718476550398178,0.80461025,08514149+1147361,12.912,12.601,12.531,AAA,0.09600801737028292
604921512005265664,132.86420507379762,11.890704974736725,12.605678,1.1336331819521603,0.74795246,08512742+1153265,11.667,11.382,11.342,AAA,0.09848687788453202
604914807560715776,132.72147078901816,11.792819741066614,13.150158,1.1836007680559986,0.76391125,08505316+1147341,12.173,11.879,11.819,AAA,0.10159674097091559
604916731706106752,132.92778912251106,11.77678565518419,12.253431,2.045048344636363,0.76871586,08514268+1146365,11.238,10.939,10.88,AAA,0.10326435314559773
604921512005266048,132.85904725233848,11.897760851989633,10.205753,1.1845211386424317,1.2274218,08512618+1153520,8.619,8.113,7.96,AAA,0.10328371489020352
604922779020036736,132.87993579554507,11.888320878491179,13.567353,1.1504785003477478,0.7629566,08513119+1153179,12.603,12.327,12.267,AAA,0.1033991270384252
604922779020036992,132.8830724393302,11.88658613865033,12.938089,1.1599406816400124,0.73738,08513194+1153117,12.013,11.724,11.67,AAA,0.10357371993355471
604922302279259008,132.81900117845774,11.904198115103897,13.402018,1.1565504825451691,0.7782326,08511657+1154151,12.441,12.203,12.116,AAA,0.10436337975237717
604917934296938240,132.9268333531552,11.831089645075567,12.405653,1.172419008532738,0.7626152,08514245+1149519,11.427,11.156,11.097,AAA,0.10441173215118027
604917934296936704,132.92637138383867,11.835454589662037,11.352173,1.1955166033196214,1.198741,08514234+1150076,9.829,9.339,9.187,AAA,0.10536686509082092
604921885666815360,132.73464294508156,11.858122866449648,13.959219,1.1674430580671058,0.78636074,08505632+1151292,12.965,12.698,12.612,AAA,0.10582806988030725
604915567770582912,132.71544678175795,11.802970187494125,13.059261,1.2110309771554728,0.7162466,08505171+1148102,11.611,11.342,11.288,AAA,0.10727861643315348
604919690939411456,132.91405778104226,11.86267313930971,11.871005,1.1648538164799989,1.1569328,08513938+1151456,10.383,9.889,9.795,AAA,0.10735825705875612
604915567769578112,132.7153151775061,11.802813873037149,13.53045,1.1731001279752378,,08505171+1148102,11.611,11.342,11.288,AAA,0.10740321113535424
604916010151555072,132.72802893283128,11.852591437914667,13.392233,1.149104574995496,0.7301712,08505474+1151093,12.46,12.218,12.165,AAA,0.10850935431312589
604921924322164608,132.74227388877856,11.87286832465289,12.614841,1.2046753934273817,1.115695,08505816+1152223,11.197,10.707,10.626,AAA,0.10892871969827614
604916667282344576,132.93331447306122,11.773469588156832,12.58977,1.1928675245477283,0.9082613,08514401+1146245,11.438,11.11,11.027,AAA,0.10929939177122269
604910001493155584,132.78956168903517,11.695828299801674,12.601999,1.2237860664089297,0.9179535,08510951+1141449,11.445,11.102,10.997,AAA,0.1097977860252698
604916873440769152,132.93777157402997,11.796090555435972,11.2212715,1.2508955092582283,1.1992569,08514507+1147459,9.684,9.183,9.045,AAA,0.11045840712342561
604916770361557504,132.93636327609062,11.779444275070043,12.726845,1.1711187606178073,1.0717802,08514474+1146460,11.357,10.918,10.822,AAA,0.11093503315701675
604922985178465152,132.87248424685583,11.903866301242159,12.686858,1.1048762648496964,0.7643986,08512940+1154138,11.726,11.496,11.382,AAA,0.11378862393943387
604919480485158784,132.92646568694238,11.85639705755515,10.972071,1.2151630265626014,1.2251043,08514235+1151230,9.403,8.854,8.762,AAA,0.11420747397302045
604904533998990592,132.9322467692491,11.754114740587678,12.958711,1.1480116098473825,0.7166929,08514375+1145148,12.027,11.805,11.729,AAA,0.11457825024536591
604921958681906176,132.73200070279952,11.870734183337936,11.829176,1.1535896792674465,0.76370907,08505569+1152146,10.852,10.586,10.515,AAA,0.1152751856650714
604913952863074688,132.72263104008843,11.742952668429583,13.447743,1.1557208812384503,0.8108988,08505344+1144346,12.403,12.102,12.065,AAA,0.11531544911941126
604915636490059008,132.708062843926,11.820200324904567,12.689348,1.2126210165688145,1.0334959,08504994+1149127,11.372,10.96,10.89,AAA,0.11623056962123383
604922748956025216,132.8990278346759,11.892973386369523,12.008891,1.1370045521599306,1.1517344,08513577+1153347,10.522,10.023,9.941,AAA,0.11786948301880892
604916701642080000,132.94334899041655,11.774074062147497,13.249134,1.1398841940372748,0.73538685,08514641+1146267,12.321,12.041,11.987,AAA,0.11871888358067778
604919789722800256,132.91693931839475,11.878705222461525,13.6506815,1.1667045150912894,0.76056576,08514007+1152433,12.666,12.386,12.35,AAA,0.11954720691680301
604904538294704768,132.9364128137695,11.750350145304576,13.221856,1.1850340822961247,0.7272253,08514475+1145012,12.288,12.039,11.969,AAA,0.11983733214358848
604904503934969856,132.93140647428353,11.740680776325666,10.464759,1.2178935993126014,1.2657413,08514355+1144264,8.838,8.294,8.163,AAA,0.1198747923145005
604910688687928576,132.75541795747603,11.699663661408358,13.357633,1.1365886963493819,0.7251568,08510131+1141587,12.42,12.167,12.075,AAA,0.12127762489405862
604904332136281856,132.9247191996306,11.726992089258353,12.564291,1.1539230126758735,0.74059486,08514194+1143371,11.596,11.364,11.284,AAA,0.12190473253000499
604909653600014976,132.82780032109673,11.676857927105772,13.902545,1.2040653415912186,0.7459879,08511868+1140367,12.98,12.674,12.635,AAA,0.12317259169059035
604904297776551680,132.91136132228402,11.710377882388086,13.978698,1.1001952338359602,0.7771692,08513873+1142373,12.971,12.73,12.648,AAA,0.12321053666792062
604915189813463808,132.69855150188008,11.797939442900473,13.46944,1.1166606019374001,0.72751236,08504766+1147525,12.546,12.26,12.239,AAA,0.12379392530021394
604910688686988288,132.74342875908457,11.703428497360761,13.58818,1.5964376171049381,0.8143139,08505842+1142120,12.104,11.783,11.696,AAA,0.12531522531825376
604918591427681024,132.9526148343308,11.821001917031987,10.866512,1.084898449645579,0.27563953,08514864+1149156,10.488,10.427,10.402,AAA,0.12666645665887927
604904916251824000,132.94436662464312,11.749406376359353,12.734363,1.337138997372729,0.67872524,08514664+1144581,11.822,11.601,11.558,AAA,0.1273372386319182
604909657895767680,132.82930655944386,11.671026649492779,13.576005,1.1725303389480801,0.73956585,08511904+1140156,12.638,12.376,12.337,AAA,0.1290422579421841
604918591427679104,132.95471746722504,11.828766070130046,12.545654,1.181074019560715,0.75865173,08514914+1149435,11.57,11.308,11.242,AAA,0.13018736127031316
604923882827217024,132.8279619457319,11.930467749019583,13.979341,1.1423449412242836,0.78594303,08511872+1155497,12.988,12.685,12.673,AAA,0.13049994545320034
604904469575229696,132.9414876335358,11.735921979596027,13.2420635,1.1453005274060561,0.7311497,08514597+1144093,12.32,12.064,12.0,AAA,0.1308087961337621
604969061587592064,132.75068511222275,11.908905633421682,12.571531,1.4113181097163103,0.9708433,08510018+1154321,11.322,10.921,10.86,AAA,0.1309583137817617
604914223445164416,132.6982863852708,11.75634788375695,13.770675,1.184571092370747,0.75028515,08504760+1145228,12.832,12.558,12.512,AAA,0.13150223820883042
604923126912959104,132.88354241088408,11.91905446290901,13.500302,1.1911351747846974,0.80389977,08513206+1155085,12.479,12.17,12.11,AAA,0.1321227737619512
604918591427678848,132.95806939630876,11.825319991847184,12.4752865,1.209293745283163,0.77196884,08514994+1149311,11.494,11.196,11.148,AAA,0.13268947357372016
604969031523465728,132.73331198291802,11.897759102166257,13.502274,1.1848325254011254,0.741765,08505600+1153520,12.582,12.278,12.227,AAA,0.1326992803448907
604923848467467648,132.86615190719334,11.928030936523623,13.1609125,1.1501108560585707,0.7864113,08512788+1155409,12.168,11.831,11.813,AAA,0.13421557648736646
604898250462621696,132.85996801945885,11.670185267066294,13.729235,2.544616259622922,1.0263081,08512643+1140125,12.43,12.009,11.919,AAA,0.13425366131234673
604914189085426560,132.69854336835243,11.747613659568293,12.577873,1.19102529054882,0.6597557,08504766+1144513,11.746,11.526,11.459,AAA,0.13442394538535152
604919450421136000,132.95130645659663,11.853308118669334,12.359346,1.2044516648749157,0.83065796,08514832+1151118,11.316,11.012,10.943,AAA,0.13462895127519317
604904950611554432,132.95912721713935,11.768575771671733,10.512736,1.1781231211794791,1.1006708,08515020+1146069,9.124,8.661,8.554,AAA,0.13500830960716986
604908386585458944,132.7651435231104,11.67526999886678,13.252105,0.8393156300043457,0.7406626,08510365+1140309,12.287,12.021,11.964,AAA,0.13781182508012427
604897906866824448,132.83658070499246,11.661139389314569,13.543837,1.1068811034069665,0.7501888,08512079+1139400,12.595,12.345,12.28,AAA,0.13932278467053175
604897803786032768,132.82328138687603,11.66001330729278,13.42456,0.9729556203147747,0.7503433,08511759+1139359,12.5,12.228,12.154,AAA,0.1399968059930742
604904847532342272,132.95878233483742,11.750082774087561,13.630524,1.0697105003341298,0.77370834,08515013+1145002,12.135,12.314,12.116,UAE,0.14015741595814848
604922920754523136,132.90458932171813,11.916652622822426,13.064538,1.1466871609564244,0.7538004,08513710+1154599,12.096,11.819,11.763,AAA,0.14026690996040905
604904847532342528,132.95919551465744,11.749179294577926,13.337077,1.0584768707355112,0.7885809,08515022+1144570,12.083,12.054,11.943,UAA,0.1408590949171826
604922886394972160,132.92173740543262,11.908062443017352,12.646031,1.2049308891291945,0.7396383,08514122+1154290,11.703,11.466,11.397,AAA,0.14366881842400486
604918316549771264,132.97224917790228,11.805787369253986,12.582053,1.1796680102998034,0.7360163,08515335+1148208,11.625,11.39,11.305,AAA,0.14425203650874469
604969134602863744,132.74003521936353,11.920736885880977,13.237873,1.1349054718010532,0.7385073,08505762+1155147,12.294,12.038,11.973,AAA,0.1465996754451894
604897838145769472,132.83984755498966,11.652363899720317,13.516213,0.9897968279302767,0.66397095,08512157+1139084,12.635,12.403,12.366,AAA,0.14835013421392337
604904022898639232,132.93600366168363,11.697505091868937,13.069575,1.1554649742275136,0.7319746,08514465+1141510,12.12,11.887,11.802,AAA,0.14938586691385955
604912715912500480,132.68285138781948,11.74197351272074,13.92022,2.223529534137642,0.9387102,08504389+1144311,12.776,12.312,12.254,AAA,0.15077265540665546
604915322956791168,132.66991747450348,11.79616272342744,12.700096,1.1696899848253275,0.70736885,08504079+1147462,11.793,11.54,11.498,AAA,0.15185477725390398
604912406674856064,132.69199810714824,11.718959347259792,12.97168,1.1260384683463016,0.7431812,08504609+1143082,12.019,11.76,11.681,AAA,0.15336993463868315
604918316549769600,132.98155898548345,11.810603368316759,13.733011,1.1549365951807669,0.84986115,08515558+1148381,12.656,12.346,12.258,AAA,0.15361391143567504
604908347929907328,132.7488094915001,11.664582728399688,12.934086,1.186706356939782,0.7200918,08505973+1139524,12.025,11.735,11.703,AAA,0.1546053366527833
604904156041874560,132.95189365423684,11.706350079233795,13.885436,1.1591146785838828,0.7747469,08514847+1142228,12.878,12.593,12.54,AAA,0.1555769836313999
604908352225724288,132.7534068915958,11.660468148685055,12.456619,2.7116997054987886,0.86759377,08510082+1139375,11.381,11.068,11.004,AAA,0.15615010445813285
604969203322162816,132.70729070042316,11.906764677711687,13.862936,1.172104512108807,0.7744694,08504976+1154244,12.887,12.555,12.503,AAA,0.15706551075241926
604918316549769728,132.98552808642546,11.803469658701207,13.816404,1.1776333916293928,0.7708521,08515653+1148125,12.845,12.547,12.489,AAA,0.15717301430621725
604909172563627392,132.72258631903387,11.678703532423537,13.551199,0.928988272645371,0.802928,08505341+1140434,12.531,12.216,12.164,AAA,0.15737600643187444
604920240695111424,132.95558297375214,11.89417916328316,7.543855,3.4395394445433713,1.2504802,08514935+1153388,5.889,5.409,5.232,AAA,0.15875425797373732
604912780336153856,132.67311589297097,11.741695734052184,12.168114,1.4103128073884854,0.9539957,08504156+1144300,10.964,10.556,10.476,AAA,0.15971272745441684
604918522708195584,132.9837699182939,11.83743920414589,12.650929,1.1802394172312327,1.1399078,08515611+1150147,11.197,10.726,10.634,AAA,0.15985030565248068
604897631987335296,132.8602897050583,11.6435687214845,13.536232,1.1444482936268856,0.7390928,08512648+1138368,12.596,12.365,12.251,AAA,0.16020208002211886
604908352225725568,132.7489565369424,11.65614696340193,12.607279,4.662505899320108,1.3311958,08505976+1139222,10.995,10.462,10.314,AAA,0.1619795609742225
604969748782357888,132.74677231164677,11.943561772184363,13.085291,1.1962631901262595,0.7594423,08505923+1156368,12.122,11.845,11.79,AAA,0.16269775623752358
604918831945837312,132.9833092588771,11.85732935077166,10.533549,2.0087919492500825,0.32046223,08515600+1151264,10.097,10.052,9.98,AAA,0.16521318471577204
